Content, Url,Date
" How It Works This is a very useful mouse for any kind of computer. I am using it specifically for my Macbook Laptop. It is easy to connect, and very easy to use. It comes with everything you need.",-,2023-01-07
Good responsiveness Nice mouse - simple set up. Stays charged for a long time and is comfortable for extended use. Good responsiveness when used with a hard mouse pad.,-,2023-01-07
" Works well but awkward feel Works and connects well with Macbook, but ergos and track pad gestures are awkward",-,2023-01-07
" Best mouse ever! I do graphic design and have used the Magic Mouse for a LONG time, and I love them. The are very high resolution, smooth, and last a good long time on a single charge. Sometimes dust/small hairs can get caught in the optical eye-hole, which will make it jumpy. Just blow into it or clear with tweezers and you're back in business.",-,2023-01-07
 Tried to switch but had to come back. Great battery life and I don't have to swap double AAs anymore!!! The gestures have me hooked and I can't switch now.,-,2023-01-07
 Only Apple for a MacBook Do not try another with a MacBook,-,2023-01-07
"Good Mouse for Mac I recently transitioned back to a Mac after many years of PC only. I was used to a mouse vs. an internal trackpad. So, I quickly purchased this Magic Mouse 2. After a short time, it is a ""must have"" for me. I quickly changed my Mac preference to set my ""right click"" so that it felt much like what I knew. It works great and it was an easy transition including the top touch scroll. Note that it comes with a USB to lightening cable, while a new MacBook Air does not have a USB port. While this mouse ultimately pairs by BlueTooth, in order to pair the first time it needs to be connected to your Mac by USB so you will also need to purchase a USB-C (MacBook Air port) to USB adapter (which I luckily had). Otherwise, other than being a somewhat ""pricey"" mouse, it's great...",-,2023-01-07
"Good working mouse, but with 1 design flaw This mouse has a good battery life and works well. However, there is one design flaw. Since the connection is on the bottom of the mouse, you can only charge it while it's not being used.",-,2023-01-07
" It *was* working great For the last couple of months it worked great, then out of nowhere just today the click and scroll functions just quit. The only thing about this mouse that still works is the bottom sensor. This could be because I bought it used, it could be some weird sudden bug. I don't know for sure, but it was over $70 used, if the mouse is broken with how I've been using it there's no way I could bring myself to spend full price on it.",-,2023-01-07
" Extremely opposite-of-ergonomic Not comfortable in the hand, and you don't get used to it over time. But the gestures are nice to have.",-,2023-01-07
 Practical Very comfortable,-,2023-01-07
"Not bad Low silhouette. Better suited for a woman's hand. A bit unusual after a standard mouse. Stylish but controversial design. Like all Apple products, they are not cheap. But we pay for the brand",-,2023-01-07
" Works well, not perfect. Does a great job, only deficiency is the System Preferences does not let me see the current rate of poor left on keyboard, as the Apple Keyboard does. If keyboard dies, I will then have to plug it in and wait for it to re-charge.",-,2023-01-07
 Damaged Product looked like it got hit under the mouse. Main click on left side kept jamming and getting stuck.,-,2023-01-07
 Apple Magic Mouse Need some time to get used to it….,-,2023-01-07
" I love that it is rechargeable. No batteries to deal with. It will not scroll which this mouse is supposed to do. In order to move up or down on a page, you must pull the sidebar up or down.",-,2023-01-07
"Great Mouse. better than the Magic Mouse 1.. I love the design of the Magic Mouse. Low profile and easy to use. Touch features are great for my MacBook. Biggest plus on this one over the Magic Mouse 1 is you can charge it. My old one ate batteries. This one holds a charge, plus I don't have to buy batteries. Some people don't like that it charges from the bottom, but you will charge it so infrequently, that this is not an issue. Just plug it in at night, or when you leave your office, and you will be fine. Not a major issue. It also feels very solid compared to the first one. No battery compartment that feels shaky. I highly recommend.",-,2023-01-07
" Painless start. Nothing to do but turn it in. Like all apple products, packaged beautifully, a sleek, clean product and works like it is supposed to.",-,2023-01-07
 Comfortable So easy to use,-,2023-01-07
Perfect I love this mouse. I have one like it at work that uses batteries. I wanted one for home that's rechargeable. It connected right away and stayed connected. Very responsive.,-,2023-01-07
" Great battery life. Not all mice are created equal. This might be a little more expensive than some are willing to pay. (Plus it has the Apple Logo). The battery life on this is incredible. It is sleek and fits in my hand perfectly. With it being wireless, it saves on batteries and clears up my computer desk.",-,2023-01-07
 A very cleanly designed muse for Apple Macs We ordered this because our old Apple mouse for Macs was falling apart after about 10 years. The feel of the new mouse is very nice and identical to the previous mouse. It paired nicely with our Mac mini. And the rechargeable battery is a nice touch: we have been using a lot of AA cells! Exactly as expected and fills the need well.,-,2023-01-07
"Doesn't work with auto cad Got this for my husband for Christmas. He likes it a lot, but it doesn't work for his work from home set up bc he uses auto cad. My mistake probably. But still good info for the review process.",-,2023-01-07
 Nice Works very well,-,2023-01-07
 WORKS AS ADVERTISED I read all the reviews and knew it was pricey. Definitely more than I've ever paid for a mouse. I don't game but have low vision and am elderly so I needed one that was responsive and reliable. This one is. I've had it for a month or so and haven't had to recharge it yet.,-,2023-01-07
" Is this legit??? It was going to be a gift but it came dirty. I wanted the magic mouse 2, for the price I thought this was it. It was able to connect to my iPad Air and it works ok. I don't think this is the easiest to use tho…Also, there's another link with 25k sells… I think this is like a replica or something, the package wasn't from Apple nor Amazon, super dirty and plasticky",-,2023-01-07
 Good product Excellent,-,2023-01-07
"Best Mouse I've ever had! This Apple Magic Mouse really is the best mouse I've ever had. The battery last a long time. I charge it once or twice in a three or four month time period. It's accurate and smooth. It offers variable speed tracking, scroll direction, left and right click, and zoom in and out. It's what a mouse should be.",-,2023-01-07
"Sleek look with few minuses & lot more plusses The look is pretty sleek, but not good for people who have carpal tunnel or have big hands. Lucky enough mine are pretty small & I use it on my left hand. To learn gestures & moves I looked it up on YouTube & it was easy enough to use. I like it because don't use usb but connects instantly to Mac in mere seconds. I had it for over two weeks & still have plenty of charge left about almost 80%. It works on couch surface very well. I would recommend this to everyone who likes Apple products. The only thing I don't like is the way it charges which is underneath the mouse & wished it charged by 'c' cable instead of lightning cable. Otherwise I love it very much.",-,2023-01-07
 My favorite mouse Works great.,-,2023-01-07
"Precision bluetooth mouse that functions as Apple intends their products to function. I use it for graphic design... it has the ability to perform the same magic that their USB mouse can do. I tried other (less expensive ""brand name"") Bluetooth mice and had to return them as inevitably some of the functions the Apple mouse will do (without holding down additional keys) the aftermarket mice could not duplicate as easily, as efficiently, or at there.",-,2023-01-08
" Genuine Apple mouse simple setup, works as expected.",-,2023-01-08
 The best option for apple product's is the best option for the apple user. Easy to use.,-,2023-01-08
 I love this mouse! This mouse works with both my Macs and my Windows laptop. Its low profile makes working long hours easier.,-,2023-01-08
 Easy to use Easy to use and to maneuver,-,2023-01-08
 as expected! old one was worn out after 10 years - it works perfectly.,-,2023-01-08
wish i got it sooner! i've been using a macbook air for years without a mouse and i noticed my wrist has started to hurt so i got this mouse and i wish i got it sooner!,-,2023-01-08
 Battery life is exceptional I wish apple would have provided a cable with USB to Lightning connection.,-,2023-01-08
 I couldn't find the other part to connect to computer and to charge Could not find the rest to charge. I need help to find the right charger I believe I meant adapter.,-,2023-01-08
 Cursor jumps when clicking When trying to click at times the cursor unexpectedly jumps. It seems that to prevent it you have to click at the very edge of the top of the mouse.,-,2023-01-08
"High Demand Slick Magic Mouse I had two white Apple mice. One of them had battery acid from not using it for the last few years. So I decided to buy another one. I must have two - 1 for my office and the other for bedroom when I work. Anyway, my mice are over a few years old and since I was replacing the trashed one I decided to purchase this mouse. Not sure why it's more expensive then the white one. I do know that the demand for this particular color is very popular. I search my entire area for the mouse, or any apple mouse in general. I quickly learned that the Mac came out with new computers and everyone was buying them. Luckily Amazon had them in stock. So between my old white mouse and this newer one, I can tell a difference. My white mouse takes time to connect. The Space Gray connects immediately to my laptop. Plus it's a very slick color too. And I love how this Magic Mouse has a rechargeable battery unlike my other white mouse. All in all, I definitely recommend!",-,2023-01-08
"so far so good Arrived today fully charged or at least very near full. FYI, the mouse does not work while plugged in, it has to be unplugged from the charger before it will connect. Very smooth operation. I will say Ive lost 6% of the battery in a little over 2 hours so I suspect it will have to be charged daily but thats a small price to pay in comparison to AA batteries. I'll plug it in tonight when I go to bed and am sure it will be full in the AM. I like the double-tap zoom feature for those hard to see images and text without having to alter the entire window with zoom in zoom out, just double click and double click again when Im done.",-,2023-01-08
"Dead internal battery Never charged up nor powered on, even after a night plugged into the charger. I have the Magic Mouse for years but I suspect that the latest models were sitting in a warehouse during the pandemic. I say this because I then purchased a new black model from a local camera shop in NYC (B&H) and that one also never charged up after a full day of charging. Completely dead. No power.",-,2023-01-08
 Works as expected Nice mouse….Typical Apple product which costs twice the amount as a comparable product because it says “Apple” on it.,-,2023-01-08
 Good as any Apple products Heavyweight,-,2023-01-08
" Ridiculously priced (thanks Apple, thanks) my first magic mouse lasted about 8 years. for what you chanre for this? this one better as well. also: recharge on the bottom of the mouse? for a company that prides itself on design, somebody was sleeping the day this rolled out of QA",-,2023-01-08
 Apple brand Replacement,-,2023-01-08
"As an apple fan, I really tried to like this mouse but it is just bad… It is a nice looking apple device. It is very compact and fits great into my iPad carrying case. BUT, this mouse is straight uncomfortable. It is to small and hard to move around, and the touch surface is hard to 'scroll' on, the finger just won't slide properly on it. It lacks the buttons and the versatility of other mice. Vendor wise, I have no issues, it arrived quickly, in original box",-,2023-01-08
 Really nice device I am in love with this device. The battery lasts forever and not complicated to adapt. It does have left and right click you or you need to enable that. The only down it's that is not really ergonomic so please purchase a case and a protection with it. Also if you use it bear accumulated dirt out of one finger that you click. Be careful with that,-,2023-01-08
"Forget ergonomics This is okay for clicking around on the screen, but it is really uncomfortable! There is no ergonomic design to this device. Scrolling up/down is the worst. I do not recommend this product.",-,2023-01-08
" Still linked to old user The mouse works just fine. However, when I got the product, it was packaged in the original box...and it was filthy, the box and mouse. The mouse was literally BROWN and all scratched up. I bought the used mouse, I expected some wear and tear but not filthy. The mouse is also still attached to the old user and I cannot figure out how to unlink the name. Like I said, the mouse seems to be working just fine but it is annoying not being able to put my name with the mouse.",-,2023-01-08
 Apple Mouse Awesome product like all Apple products.,-,2023-01-08
"Poor design and ergonomics Yeah sure gestures work but the compromises… like the title of this review, ergonomics are awful, plus dpi is low making tracking on the screen imprecise, annoying, and slow even at the highest track speeds. Returning this.",-,2023-01-08
 excellentexcellent,-,2023-01-08
" Worth the money! Great battery life!! I love this mouse. I am a graphic design student and was looking for a Bluetooth mouse for my laptop and this works wonderfully. The battery life is absolutely incredible. I came back to write a review because I was so pleased with it. I got the mouse fully charged about four months ago and the charge is just now down to 70%. Sleep mode is also very nice. I sometimes forget to turn it off between working or overnight and it still has a ton of charge. I was a little nervous after reading reviews about how it caused hand cramps and pain, but I haven't experienced anything of the sort.",-,2023-01-08
 It's a mouse It's magic! Except the whole “have to turn it on its side to recharge it” bit.,-,2023-01-08
"Can't charge while in use The mouse works fantastically, but the battery isn't replaceable like the old Magic Mouse (2 AA batteries) and they put the plug to charge this on the bottom instead of the front of the mouse, so it can't be used while charging.",-,2023-01-08
" works well, as expected. It works well, as expected.",-,2023-01-08
" Magic Mouse keeps getting better! With my MacBook Pro I also ordered the latest Magic Mouse. This device comes with USB C to lighting cable so that the new MacBook pro USB-C can be used to charge it.No major visual changes have been made to the new gen magic mouse although i feel its easier and more smoother than the previous model . The battery charge retention too is extended by about 20% than its predecessor. Overall, the Magic mouse continues to be my favorite of them all.",-,2023-01-08
"Great mouse for my Macbook pro I ordered this mouse to use with my MacBook pro for when I dj. Well, it's so good that I'd rather use it even when I'm not dj'nLolI love this mouse. Connects pretty fast and battery life is very good on it.",-,2023-01-08
" Worked right out of the box, once it was paired. Love this mouse. Very ergo for me and the price was better than all the local stores. Fastest delivery ever.",-,2023-01-08
 Have a different feel Battery life is great. Haven't gone that long but would bet a week with regular use would be probable. Feels good. smooth. Only thing I have noticed is is fingers are least bit not dry they don't slide smoothly on mouse surface. Bit not a negative at all. would buy again,-,2023-01-08
 Smooth Ergonomics Comfort Battery Life is excellent,-,2023-01-08
 Great mouse. I really like it so far. We shall see if it gives many years of reliability.,-,2023-01-08
"An investment you won't regret!! Apple's Magic Mouse 2 is completely worth the money! It's so simple to use, just turn on the switch button on the bottom, (have your connecting device's Bluetooth on of course) and within less than 2 minutes you're good to go. Not only does it look great with the glass top but it's easy to clean. The battery life is great too, accidentally left my mouse on during the night and once I turned on my laptop the next morning (~12pm) my mouse had only lost 2% battery life! Other awesome perks to the mouse, in its systems preferences you get to choose the exact speed & customize each click to do what you want. Do yourself in favor and make the investment.",-,2023-01-08
